"LABEL","PLATFORM","TYPE","RUSSIAN","ENGLISH","AMERICAN"
"DX_TAILS_CALLEDOUTYOUBETTERZ","All","Subtitle","Tails: You better hurry and think of something. Wait! I have an incoming transmission. Someone else is in the area!","Тейлз: Поторопитесь и придумайте что-нибудь. Стойте! У меня входящий сигнал. Похоже, здесь есть кто-то ещё!","Тейлз: Поторопитесь и придумайте что-нибудь. Стойте! У меня входящий сигнал. Похоже, здесь есть кто-то ещё!"
"DX_TAILS_HELLOZ","All","Subtitle","Tails: Hello??","Тейлз: Алло??","Тейлз: Алло??"
"DX_TAILS_HEYISANYONEOUTTHERE","All","Subtitle","Tails: Hey, is anyone out there that can get this door open? I was trying to update the firmware for the Miles Electric, but somehow I accidentally triggered the workshop's emergency lockdown!","Тейлз: Эй! Есть там кто-нибудь, кто сможет открыть эту дверь? Я пытался обновить прошивку Miles Electric, но каким-то образом случайно активировал аварийную блокировку мастерской!","Тейлз: Эй! Есть там кто-нибудь, кто сможет открыть эту дверь? Я пытался обновить прошивку Miles Electric, но каким-то образом случайно активировал аварийную блокировку мастерской!"
"DX_TAILS_HEYYOUDIDITYOUFIXED","All","Subtitle","Tails: Hey, you did it! You fixed the door!","Тейлз: Эй, получилось! Вы открыли дверь!","Тейлз: Эй, получилось! Вы открыли дверь!"
"DX_TAILS_HMMMYSCANNERIS","All","Subtitle","Tails: Hmm... My scanner is detecting SOMETHING.. but I don't see anything around!","Тейлз: Хм... Мой сканер обнаружил ЧТО-ТО... но я ничего не вижу!","Тейлз: Хм... Мой сканер обнаружил ЧТО-ТО... но я ничего не вижу!"
"DX_TAILS_HMMYOUVEDONESOME","All","Subtitle","Tails: Hmm... You've done SOME damage, but I think it's going to take more than brawn to destroy this... maybe brains will work instead? It looks like it uses a Chaos energy feedback loop, but if someone rewired that to point at the core... Care to do the","Тейлз: Хм... Вы уже немного его повредили, но, думаю, одной грубой силы тут мало. Может, лучше пустить в ход мозги? Похоже, здесь используется контур обратной связи на энергии Хаоса. Если перенаправить его прямо в ядро... Не хотите попробовать?","Тейлз: Хм... Вы уже немного его повредили, но, думаю, одной грубой силы тут мало. Может, лучше пустить в ход мозги? Похоже, здесь используется контур обратной связи на энергии Хаоса. Если перенаправить его прямо в ядро... Не хотите попробовать?"
"DX_TAILS_HUHTHISONEHASA","All","Subtitle","Tails: Huh... This one has a complex lock mechanism I've never seen before... Can YOU do something about it?","Тейлз: Хм... Здесь какой-то сложный замок, такого я ещё не видел... Может, ВЫ сможете с ним разобраться?","Тейлз: Хм... Здесь какой-то сложный замок, такого я ещё не видел... Может, ВЫ сможете с ним разобраться?"
"DX_TAILS_IFYOUFINDACOMPUTERZ","All","Subtitle","Tails: If you find a computer you can hack into it to disable the robots!","Тейлз: Если найдёте компьютер, сможете взломать его и отключить роботов!","Тейлз: Если найдёте компьютер, сможете взломать его и отключить роботов!"
"DX_TAILS_LOOKSLIKEEGGMANS","All","Subtitle","Tails: Looks like Eggman's sent some more robots for us to disassemble!","Тейлз: Похоже, Эггман прислал ещё партию роботов нам на разборку!","Тейлз: Похоже, Эггман прислал ещё партию роботов нам на разборку!"
"DX_TAILS_LOOKSLIKEITWORKEDZ","All","Subtitle","Tails: Looks like it worked then. I think I have full control of the rifts now. If you can remove those large robots I think I can send something in to help.","Тейлз: Отлично, сработало! Кажется, теперь я полностью контролирую разломы. Если вы уничтожите этих больших роботов, я смогу отправить вам кое-что в помощь.","Тейлз: Отлично, сработало! Кажется, теперь я полностью контролирую разломы. Если вы уничтожите этих больших роботов, я смогу отправить вам кое-что в помощь."
