"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","SPANISH","ITALIAN","DANISH","FRENCH CANADIAN","DUTCH","MEXICAN"
"DX_SUPERGIRLRED_AHHAGOTIT","All","Subtitle","Supergirl (Red Lantern): Ah-ha! Got it! Although I am still pretty angry that I didn't get this sooner!","Supergirl (Red Lantern): Ah-ha! Got it! Although I am still pretty angry that I didn't get this sooner!","Supergirl (Red Lantern) : Ah-ha¬! Je l'ai eu¬! Mais je suis furieuse de ne pas l'avoir eu avant¬!","Supergirl (Red Lantern): Aha! Geschafft! Auch wenn das eigentlich viel früher hätte klappen können.","Supergirl (Linterna Roja): ¡Ajá! ¡Lo pillé! ¡Aunque me cabrea bastante no haberlo pillado antes!","Supergirl (Lanterna rossa): Ah-ha! Preso! Anche se ce l'ho con me stessa per non averlo trovato prima!","Aha! Sådan! Selvom jeg stadig er ret sur over, at jeg ikke fandt den hurtigere.","Supergirl (Red Lantern) : Ah-ha¬! Je l'ai eu¬! Mais je suis furieuse de ne pas l'avoir eu avant¬!","Supergirl (Red Lantern): Hebbes. Maar ik ben nog steeds kwaad dat ik het niet eerder heb gekregen.","Supergirl (Linterna Roja): ¡Ajá! ¡Lo tengo! ¡Aunque sigo muy enojada por no lograrlo antes!"
"DX_SUPERGIRLRED_ARGHIHAVETO","All","Subtitle","Supergirl (Red Lantern): Argh! I have to leave? That is just so completely and utterly, totally, unbelievably...","Supergirl (Red Lantern): Argh! I have to leave? That is just so completely and utterly, totally, unbelievably...","Supergirl (Red Lantern) : Argh¬! Je dois partir¬? Mais c'est vraiment, totalement, incroyablement...","Supergirl (Red Lantern): Was?! Ich muss gehen? Das ist doch einfach so was von total unfassbar!","Supergirl (Linterna Roja): ¡Argh! ¿Tengo que irme? Eso es completa y total y absoluta e inconcebiblemente...","Supergirl (Lanterna rossa): Argh! Devo proprio andare? È completamente, totalmente, indiscutibilmente, incredibilmente...","Skal jeg af sted? Det er bare så komplet og helt umanerligt, totalt, utroligt ...","Supergirl (Red Lantern) : Argh¬! Je dois partir¬? Mais c'est vraiment, totalement, incroyablement...","Supergirl (Red Lantern): Moet ik weg? Dat is toch compleet, volkomen, ongelooflijk...","Supergirl (Linterna Roja): ¡Ah! ¿Me tengo que ir? Eso es completa, total, definitiva e increíblemente..."
"DX_SUPERGIRLRED_FORTHERED","All","Subtitle","Supergirl (Red Lantern): For the Red Lantern Corps!","Supergirl (Red Lantern): For the Red Lantern Corps!","Supergirl (Red Lantern) : Pour le Red Lantern Corps¬!","Supergirl (Red Lantern): Für das Red Lantern Corps!","Supergirl (Linterna Roja): ¡Por el Cuerpo de Linternas Rojas!","Supergirl (Lanterna rossa): Per il Corpo delle lanterne rosse!","For Røde Lygte-korpset!","Supergirl (Red Lantern) : Pour le Red Lantern Corps¬!","Supergirl (Red Lantern): Voor het Red Lantern Corps.","Supergirl (Linterna Roja): ¡Por el Cuerpo de Linternas Rojos!"
"DX_SUPERGIRLRED_FROM","All","Subtitle","Supergirl (Red Lantern): From Supergirl to Super-Grrrrrrrrl!!!","Supergirl (Red Lantern): From Supergirl to Super-Grrrrrrrrl!!!","Supergirl (Red Lantern) : De Supergirl à Super-Grrrrrrrrl¬!!!","Supergirl (Red Lantern): Von Supergirl zu Supergirrrrrrrrrrl!!","Supergirl (Linterna Roja): ¡De Supergirl a Super-Grrrrrrrrl!","Supergirl (Lanterna rossa): Da Supergirl a Super... Grrrrrr!!!","Fra Supergirl til Super-grrrr!","Supergirl (Red Lantern) : De Supergirl à Super-Grrrrrrrrl¬!!!","Supergirl (Red Lantern): Van Supergirl naar Super-Grrrl.","Supergirl (Linterna Roja): ¡¡¡De Supergirl a Super-grrrrrrrl!!!"
"DX_SUPERGIRLRED_HAHIMREADY","All","Subtitle","Supergirl (Red Lantern): Hah! I'm ready for action... and when I say 'ready', I don't just mean that I'm wearing red... Even though I am!","Supergirl (Red Lantern): Hah! I'm ready for action... and when I say 'ready', I don't just mean that I'm wearing red... Even though I am!","Supergirl (Red Lantern) : Ha¬! Je vais me fâcher tout rouge... et je ne dis pas ça parce que je porte du rouge... même si c'est le cas¬!","Supergirl (Red Lantern): Ha! Reizt mich nicht, sonst sehe ich rot! Und das nicht nur, weil ich Rot trage¬... auch wenn ich das tue!","Supergirl (Linterna Roja): ¡Ja! Lista para la acción. Y cuando digo lista, no me refiero a que sea inteligente... ¡aunque lo soy!","Supergirl (Lanterna rossa): Ah! Pronta all'azione... E quando dico pronta, non intendo solo che sono vestita di rosso. Anche se in realtà lo sono.","Ha! Jeg er klar til kamp! Og når jeg siger ''klar'', mener jeg ikke bare, at jeg har rødt tøj på. Men det har jeg også!","Supergirl (Red Lantern) : Ha¬! Je vais me fâcher tout rouge... et je ne dis pas ça parce que je porte du rouge... même si c'est le cas¬!","Supergirl (Red Lantern): Klaar voor de strijd is deze roodgeklede meid.","Supergirl (Linterna Roja): ¡Ja! Lista para la acción... y cuando digo lista no me refiero a que ya estoy vestida para pelear... ¡aunque en realidad lo estoy!"
"DX_SUPERGIRLRED_IMGOINGFINEI","All","Subtitle","Supergirl (Red Lantern): I'm going? Fine! I didn't wanna hang around here anyway!","Supergirl (Red Lantern): I'm going? Fine! I didn't wanna hang around here anyway!","Supergirl (Red Lantern) : Je dois partir¬? Très bien¬! Je n'aimais pas cet endroit de toute façon¬!","Supergirl (Red Lantern): Muss ich los? Na schön! Hier wollte ich eh nicht mehr länger abhängen!","Supergirl (Linterna Roja): ¿Me voy? ¡Vale! ¡Como si quisiera estar aquí!","Supergirl (Lanterna rossa): Tocca a me adesso? Bene! Mi ero proprio stufata di stare qui!","Jeg skal væk? Fint! Her er alligevel også helt vildt kedeligt!","Supergirl (Red Lantern) : Je dois partir¬? Très bien¬! Je n'aimais pas cet endroit de toute façon¬!","Supergirl (Red Lantern): Ik moet gaan? Goed, ik wilde hier toch al niet meer blijven.","Supergirl (Linterna Roja): ¿Me voy? ¡Bien! ¡Tampoco es que quisiera quedarme!"
"DX_SUPERGIRLRED_MAKEWAYFOR","All","Subtitle","Supergirl (Red Lantern): Make way for the Red Daughter of Krypton!","Supergirl (Red Lantern): Make way for the Red Daughter of Krypton!","Supergirl (Red Lantern) : Faites place pour la fille rouge de Krypton¬!","Supergirl (Red Lantern): Macht Platz für die Rote Tochter Kryptons!","Supergirl (Linterna Roja): ¡Abran paso para la Hija Roja de Krypton!","Supergirl (Lanterna rossa): Fate largo alla figlia rossa di Krypton!","Gør plads for Kryptons røde datter!","Supergirl (Red Lantern) : Faites place pour la fille rouge de Krypton¬!","Supergirl (Red Lantern): Maak plaats voor de rode dochter van Krypton.","Supergirl (Linterna Roja): ¡Abran paso a la hija roja de Krypton!"
"DX_SUPERGIRLRED_OHCOMEONWHAT","All","Subtitle","Supergirl (Red Lantern): Oh, come on! What are *they* gonna be able to do to a Red Lantern-powered Supergirl?","Supergirl (Red Lantern): Oh, come on! What are *they* gonna be able to do to a Red Lantern-powered Supergirl?","Supergirl (Red Lantern) : Oh, allez¬! Ils pensent faire quoi contre Supergirl et le pouvoir des Red Lanterns¬?","Supergirl (Red Lantern): Ach, komm schon! Was wollen die denn gegen ein Supergirl mit Red-Lantern-Mächten anrichten?","Supergirl (Linterna Roja): ¡Ah, venga! ¿Qué van a hacer contra una Supergirl con poderes de Linterna Roja?","Supergirl (Lanterna rossa): Ma dai! Cosa credono di fare a *me*, Supergirl del Corpo delle lanterne rosse?","Ej, helt ærligt. Hvad skal DE kunne gøre ved en Supergirl med Røde Lygte-kræfter?","Supergirl (Red Lantern) : Oh, allez¬! Ils pensent faire quoi contre Supergirl et le pouvoir des Red Lanterns¬?","Supergirl (Red Lantern): Kom op zeg. Wat beginnen zij nou tegen een Supergirl die Red Lantern-krachten heeft?","Supergirl (Linterna Roja): ¡Oh, por favor! ¿Qué van a poder hacerle ellos a una Supergirl potenciada por los Linternas Rojos?"
"DX_SUPERGIRLRED_OHGREATTHIS","All","Subtitle","Supergirl (Red Lantern): Oh, great! This is JUST what I needed today!","Supergirl (Red Lantern): Oh, great! This is JUST what I needed today!","Supergirl (Red Lantern) : Oh, génial¬! C'est exactement ce qu'il nous fallait¬!","Supergirl (Red Lantern): Na toll! Das hat mir gerade noch gefehlt.","Supergirl (Linterna Roja): ¡Ah, genial! ¡Justo lo que necesitaba hoy!","Supergirl (Lanterna rossa): Oh, grande! È PROPRIO quello di cui avevo bisogno!","Ih, skønt. Det var lige, hvad jeg manglede i dag!","Supergirl (Red Lantern) : Oh, génial¬! C'est exactement ce qu'il nous fallait¬!","Supergirl (Red Lantern): O geweldig. Daar zat ik nou echt op te wachten.","Supergirl (Linterna Roja): ¡Genial! ¡Esto era justo lo que necesitaba hoy!"
"DX_SUPERGIRLRED_SURETHERED","All","Subtitle","Supergirl (Red Lantern): Sure the Red Lanterns might be pretty angry but sometimes it's just nice to be part of a team, you know?","Supergirl (Red Lantern): Sure the Red Lanterns might be pretty angry but sometimes it's just nice to be part of a team, you know?","Supergirl (Red Lantern) : Oui, les Red Lanterns sont parfois un peu énervés mais ça fait du bien de faire partie d'une équipe, tu vois¬?","Supergirl (Red Lantern): Klar, die Red Lanterns kommen manchmal etwas grimmig rüber, aber ich find es nett, auch mal Teil eines Teams zu sein.","Supergirl (Linterna Roja): Los Linternas Rojas se cabrean bastante, pero a veces está bien formar parte de un equipo, ¿sabes?","Supergirl (Lanterna rossa): Anche se le Lanterne rosse potrebbero arrabbiarsi, devo ammettere che a volte è bello far parte di una squadra... o no?","Jo, jo, de der Røde Lygter kan godt være ret så vrede, men nogle gange er det bare rart at være med på et hold, ikke?","Supergirl (Red Lantern) : Oui, les Red Lanterns sont parfois un peu énervés mais ça fait du bien de faire partie d'une équipe, tu vois¬?","Supergirl (Red Lantern): De Red Lanterns zijn geen lieverdjes, maar soms is het gewoon fijn om bij een team te horen.","Supergirl (Linterna Roja): Es cierto que los Linternas Rojos pueden enojarse bastante de vez en cuando, pero es bueno ser parte de un equipo, ¿me entiendes?"
"DX_SUPERGIRLRED_THEPOWEROF","All","Subtitle","Supergirl (Red Lantern): The power of the Red Lantern Ring makes me even stronger!","Supergirl (Red Lantern): The power of the Red Lantern Ring makes me even stronger!","Supergirl (Red Lantern) : Le pouvoir de l'anneau des Red Lanterns me rend encore plus forte¬!","Supergirl (Red Lantern): Die Kraft des Red-Lantern-Rings macht mich nur noch stärker!","Supergirl (Linterna Roja): ¡El poder del anillo de los Linternas Rojas me hace aún más fuerte!","Supergirl (Lanterna rossa): Il potere dell'Anello della lanterna rossa mi rende ancora più forte!","Kraften fra Røde Lygte-ringen gør mig endnu stærkere!","Supergirl (Red Lantern) : Le pouvoir de l'anneau des Red Lanterns me rend encore plus forte¬!","Supergirl (Red Lantern): Door de kracht van de Red Lantern Ring word ik nog sterker.","Supergirl (Linterna Roja): ¡El poder del anillo de los Linternas Rojos me hace mucho más fuerte!"
"DX_SUPERGIRLRED_URGHIMLATE","All","Subtitle","Supergirl (Red Lantern): Urgh! I'm late for my yoga class! That is SO annoying!","Supergirl (Red Lantern): Urgh! I'm late for my yoga class! That is SO annoying!","Supergirl (Red Lantern) : Argh¬! Je suis en retard à mon cours de yoga¬! Quelle angoisse¬!","Supergirl (Red Lantern): Mist! Ich komm zu spät zu meinem Yogakurs! Voll nervig!","Supergirl (Linterna Roja): ¡Agh, llego tarde a mi clase de yoga! ¡Y odio llegar tarde!","Supergirl (Lanterna rossa): Ops, sono in ritardo per la mia lezione di yoga! Che pizza!","Ugh! Jeg kommer for sent til yoga! Det er så irriterende!","Supergirl (Red Lantern) : Argh¬! Je suis en retard à mon cours de yoga¬! Quelle angoisse¬!","Supergirl (Red Lantern): Ik ben te laat voor yoga. Zo irritant.","Supergirl (Linterna Roja): ¡Ah! ¡Voy tarde para mi clase de yoga! ¡Esto es de lo peor!"
"DX_SUPERGIRLRED_WHATNOWHUH","All","Subtitle","Supergirl (Red Lantern): What now? Huh... Well that isn't even the slightest bit annoying!","Supergirl (Red Lantern): What now? Huh... Well that isn't even the slightest bit annoying!","Supergirl (Red Lantern) : Et maintenant¬? Ah... On a vraiment pas l'occasion de s'ennuyer, ici¬!","Supergirl (Red Lantern): Was jetzt? Hm! Das ist ja mal überhaupt nicht nervig!","Supergirl (Linterna Roja): ¿Y ahora qué? Hmm... ¡Vaya, esto no es ni ligeramente molesto!","Supergirl (Lanterna rossa): E adesso? Ehm... Beh, non mi pare proprio che ci sia niente da temere!","Hvad nu? Hva' ... Ja, det er jo ikke spor irriterende!","Supergirl (Red Lantern) : Et maintenant¬? Ah... On a vraiment pas l'occasion de s'ennuyer, ici¬!","Supergirl (Red Lantern): Wat is dat nou? Ach nee, helemaal niet irritant.","Supergirl (Linterna Roja): ¿Y ahora qué? Eh... ¡Eso no es para nada molesto!"
"DX_SUPERMAN_","All","Subtitle","Superman: One-two-three-four-five.","Superman: One-two-three-four-five.","Superman : Un-deux-trois-quatre-cinq.","Superman: Eins, zwei, drei, vier, fünf.","Superman: Un-dos-tres-cuatro-cinco.","Superman: Uno-due-tre-quattro-cinque.","En-to-tre-fire-fem.","Superman : Un-deux-trois-quatre-cinq.","Superman: Eén-twee-drie-vier-vijf.","Superman: Un, dos, tres, cuatro, cinco."
"DX_SUPERMAN_ANISLANDFULL","All","Subtitle","Superman: An island full of dinosaurs? Was I there? I'm pretty sure there wasn't a theme park!","Superman: An island full of dinosaurs? Was I there? I'm pretty sure there wasn't a theme park!","Superman : Une île remplie de dinosaures¬? J'ai déjà vu ça¬? Je suis sûr que ce n'était pas un parc d'attractions¬!","Superman: Eine Insel mit lauter Dinosauriern? War ich da schon? Ich glaube, da gab es keinen Vergnügungspark.","Superman: ¿Una isla con dinosaurios? ¿He estado alguna vez? ¡No recuerdo que hubiera un parque temático!","Superman: Un'isola piena di dinosauri? L'ho vista davvero? Credo proprio che non fosse un parco tematico...","En ø fuld af dinosaurer? Var jeg der? Der var da ikke nogen forlystelsespark dengang.","Superman : Une île remplie de dinosaures¬? J'ai déjà vu ça¬? Je suis sûr que ce n'était pas un parc d'attractions¬!","Superman: Een eiland vol dinosaurussen? Ben ik daar geweest? Volgens mij was er geen pretpark!","Superman: ¿Una isla llena de dinosaurios? ¿Yo estuve ahí? ¡Estoy seguro de que no había un parque temático!"
"DX_SUPERMAN_CAREFULWITHTHATAXE","All","Subtitle","Superman: Careful with that axe, citizen... The Medieval Fair must be in town...","Superman: Careful with that axe, citizen... The Medieval Fair must be in town...","Superman : Faites attention avec cette hache, citoyen... Ouais. Il doit y avoir une fête médiévale en ville...","Superman: Vorsicht mit der Axt, Bürger ... Anscheinend findet grad der Mittelaltermarkt statt¬...","Superman: Cuidado con el hacha, ciudadano... Habrá una feria medieval en la ciudad.","Superman: Attento con quell'ascia... Suppongo che ci sia una fiera medievale in città...","Vær forsigtig med øksen, borger ... Middelaldermarkedet må være i byen.","Superman : Faites attention avec cette hache, citoyen... Ouais. Il doit y avoir une fête médiévale en ville...","Superman: Voorzichtig met die bijl, burger. De Middeleeuwse kermis is zeker in de stad.","Superman: Cuidado con esa hacha, ciudadano... La feria medieval debe haber llegado al pueblo..."
"DX_SUPERMAN_DONTWORRYILL","All","Subtitle","Superman: Don't worry, I'll dial it back to five percent so I don't obliterate it.","Superman: Don't worry, I'll dial it back to five percent so I don't obliterate it.","Superman : Ne crains rien, je vais descendre à cinq pour cent pour ne pas la détruire.","Superman: Keine Sorge, ich gebe nur fünf Prozent, dann zerstöre ich sie nicht komplett.","Superman: No te preocupes, lo pondré al cinco por ciento para no desintegrarla.","Superman: Tranquilli, ci andrò pianissimo, non ho intenzione di distruggerla.","Bare rolig. Jeg skruer ned på fem procent, så jeg ikke udsletter den.","Superman : Ne crains rien, je vais descendre à cinq pour cent pour ne pas la détruire.","Superman: Geen zorgen, ik hou me even in, anders blijft er niets van over.","Superman: No te preocupes, lo pondré al cinco por ciento para no desintegrarla."
"DX_SUPERMAN_GLADTHATSOUTTA","All","Subtitle","Superman: Glad that's outta the way. Now to take care of business...","Superman: Glad that's outta the way. Now to take care of business...","Superman : Bon, ça, c'est réglé. Maintenant, on passe aux choses sérieuses...","Superman: Gut, dass das geklärt wäre. Jetzt aber an die Arbeit!","Superman: Qué bien, asunto resuelto. Ahora, a por lo demás...","Superman: Bene, e questa è fatta. E ora, occupiamoci di cose serie...","Så fik vi det af vejen. Lad os så få orden på sagerne.","Superman : Bon, ça, c'est réglé. Maintenant, on passe aux choses sérieuses...","Superman: Dat hebben we ook weer gehad. Tijd om de handen uit de mouwen te steken...","Superman: Qué suerte que ya está lejos. Ahora, manos a la obra..."
"DX_SUPERMAN_GOODTHINGIMUSED","All","Subtitle","Superman: Good thing I'm used to flying!","Superman: Good thing I'm used to flying!","Superman : Ohh¬! Heureusement que j'ai l'habitude de voler¬!","Superman: Gut, dass ich das Fliegen gewöhnt bin!","Superman: ¡Menos mal que estoy acostumbrado!","Superman: Meno male che sono abituato a volare!","Det er godt, at jeg er vant til at flyve.","Superman : Ohh¬! Heureusement que j'ai l'habitude de voler¬!","Superman: Gelukkig ben ik gewend om te vliegen.","Superman: ¡Qué bueno que estoy acostumbrado a volar!"
